"","V1","V2","V3","V4","V5"
"59",74.1930796350239,74.5923166226004,73.1700254730842,74.3925732816425,74.3848676106808
"60",75.0510446657256,75.1557974845838,72.965562041058,73.7455319341957,75.2736842660848
"61",75.5025446389814,74.5904094671466,73.3693145486165,74.7923495372943,74.1253845701231
"62",74.322754971248,73.5544167905474,74.7668439344614,72.5964969781723,72.8239532203886
"63",74.5115964691848,75.3167652637783,76.3929129470956,73.9322305915076,73.7962149335473
"64",75.9964344521697,75.543217794341,72.7716623737382,76.6444879922248,74.7570137082744
"65",75.0553451921529,74.9579448953058,74.8338790576426,73.8307244299814,73.5955663569216
"66",74.2956015737029,73.7681254927651,73.5519217683736,74.0223107965724,74.0444672972361
"67",74.4807211652906,74.6356198551696,71.9992576069235,73.309344496237,73.8693548106935
"68",73.6557482169764,73.9475871760349,74.0961239205491,74.2664070532321,74.5547934752787
"69",75.2354458785485,74.2851333813069,73.5412070722271,74.6234780218624,73.2760049083596
"70",75.6194187034857,73.3833265897831,74.3845410574469,76.1145213128004,72.9714326337121
"71",73.1132120343321,75.271146001331,72.3949145587202,75.1222733829332,76.158438641769
"72",74.4282466130226,75.2011786904597,75.0316901161518,74.6538742527103,76.0120817731795
"73",75.0946298418336,74.726409354082,72.6003428634168,72.7122048367092,73.031584522474
"74",72.2633142422816,74.8316973580735,73.2410468914349,76.155077001067,73.576741119765
"75",73.9943500633247,74.4003617286115,73.6343221979563,73.5708561647747,74.2446971267973
"76",76.2197762487351,74.3142698079141,73.4362149254837,72.5143038416812,74.4152985930938
"77",73.4719363173214,73.649529382549,74.7306219372962,73.4433758349202,72.550239463834
"78",72.9480035718875,73.3171613812149,73.3870588214241,75.8907800350545,73.8545894664058
"79",73.3605762794114,73.5888239547783,74.3427918784321,72.8667532453716,74.0660703025192
"80",74.037999765964,74.9210647475444,76.1349656384585,73.4001730684438,75.2444464586365
"81",73.9205429828796,75.1817515498156,76.1861440626761,74.4061749307054,73.2616408954151
"82",72.0435132970811,72.0499542984014,73.0590021843074,75.1977867686269,73.3757606096417
"83",73.8671303448979,73.9827790778087,73.5403707178209,75.4729367905269,76.1693196126159
"84",70.9985686936857,72.2280144169483,73.6351607771642,74.3745337806891,72.7659220733289
"85",74.4748934219591,75.2330574570566,73.4068713432015,74.7522624393275,74.6120455068868
"86",73.7713426347256,73.2951606501006,75.2295160472064,75.5185151298672,75.3450941803994
"87",73.8763084710696,74.93390245355,74.0194968456202,74.830852109743,73.6955053320039
"88",73.9407187228964,75.0073966973788,72.6222049139771,72.9957972730307,73.976719695085
"89",75.5467472737883,73.2406367489787,75.0067926574554,74.2742149163483,73.9196176354399
"90",73.0964475046732,74.473145102972,75.388488977906,74.0347460937642,72.7074149719208
"91",75.1639675049078,72.4766154029316,71.4816649463878,73.2924707694336,73.7125671172909
"92",73.5646916885231,73.6569212292567,73.9606891159901,74.8869659877238,73.6400515991841
"93",73.2710457293686,75.7517456192719,73.9139614097679,75.1063630158761,73.9808221627604
"94",72.506539821541,76.7006366230693,73.2563055777566,75.0651949809368,73.967918268335
"95",73.4600403106608,72.0743564324461,75.0078313761591,73.7207652032332,72.7504341447154
"96",75.2484911278651,73.8077866234341,74.9119762310874,71.8417303199737,75.2896105323329
"97",73.5718900344462,73.7449971070271,75.3271582388037,74.83869012061,72.5349993228268
"98",73.3837473021273,74.1061058394064,72.1559832422728,72.3835771462843,74.2276767041363
"99",74.9212167019388,73.668796560501,75.2872340309889,74.057260802451,71.7960668748331
"100",73.4770896517344,75.0807853101205,73.7568586623843,73.0905534377469,73.131700492624
