"","V1","V2","V3","V4","V5"
"29",8.24184757191688,6.17393349530175,5.38148607360199,9.61547521292232,5.73608346283436
"30",9.11195187480189,7.0675919612404,8.06260304758325,5.34060250851326,9.52066099038348
"31",9.39771599369124,5.98558436264284,5.34729855367914,5.78669786686078,6.66728390031494
"32",5.9003088681493,5.73241343372501,6.45287719205953,9.6803444402758,5.51230234676041
"33",8.61675941152498,7.58200746960938,7.05949739087373,7.06632639979944,8.81022204179317
"34",6.29588273703121,8.81594890146516,9.91202406818047,8.35059515666217,7.9496394621674
"35",7.81549420091324,8.80898402188905,8.72648700256832,8.53913631057367,9.93404122069478
"36",7.25815453566611,5.59108703979291,6.19317659409717,7.35261380905285,6.76161535433494
"37",6.69287622440606,5.63650633092038,7.12036928045563,7.36655419925228,7.63861003681086
"38",8.13476804643869,9.38013045815751,8.39578518294729,8.62032005330548,5.90923861367628
"39",5.38927759276703,5.36098701762967,5.27031297213398,7.5863670266699,9.07025784370489
"40",7.24524201243185,7.79447443899699,6.39940053340979,9.45047018700279,8.57924639130943
"41",6.11544196144678,7.6794749929104,8.31264548469335,9.24035266740248,5.74591551441699
"42",8.3504969929345,8.80817839759402,9.99317226582207,6.31648636655882,9.42593015846796
"43",8.56671009561978,8.3531101339031,8.72844788362272,7.06741372356191,5.24326800834388
"44",8.82342405966483,9.24032295821235,7.66081368783489,9.35165124945343,5.61852584825829
"45",5.50122692715377,8.43488913960755,9.35261642909609,8.85326096322387,6.60637842374854
"46",6.14702179213054,6.88046127907,9.01896599447355,9.11166574107483,6.9415549421683
"47",7.65372895868495,7.2792047355324,9.2540615296457,6.08760359580629,8.85460931109264
"48",6.37819682015106,9.47679739445448,7.61819559964351,9.14588619372807,8.67719909059815
"49",6.57564167748205,7.74157837498933,7.9019314062316,5.27020758832805,7.43669899995439
"50",8.54700353811495,5.57965094340034,9.47895877761766,8.66790763218887,8.67001144797541
"51",5.90073569444939,9.37556349323131,7.99113007844426,6.08856228878722,5.71988259907812
"52",9.08430391107686,6.7896781838499,7.20368128153495,5.56858528521843,9.15836024098098
"53",9.61764228297397,6.48598435567692,8.68387740338221,7.07001013448462,5.11461305315606
"54",6.95207392796874,6.23836268787272,7.33425288111903,6.61369098466821,9.39089220832102
"55",5.81393343629315,9.97686535236426,8.4490850334987,6.1382271128241,8.8301233551465
"56",9.95467904838733,8.73854665784165,8.64731895271689,9.15078575606458,5.12990269926377
"57",5.23467267747037,9.97807742096484,5.57032932294533,9.64451921987347,5.12404209119268
"58",9.85754572902806,9.64660470373929,7.77742427773774,8.22614698088728,9.38228023005649
"59",9.28380448487587,9.84090094687417,8.51084639667533,9.96896160300821,7.70307547762059
"60",7.24353100871667,9.54758160398342,5.47114618355408,7.67378776334226,5.80918719177134
"61",6.73930054996163,5.03996303188615,7.00672457693145,7.94175346498378,9.37988116987981
"62",8.54271299322136,5.96797130187042,6.90882747177966,5.9652956854552,9.08488684915937
"63",5.05071483436041,6.81804517982528,8.6434074677527,6.99482612195425,9.37464655959047
"64",5.67858182010241,5.57573907077312,5.98364546196535,5.28526674490422,7.93711128761061
"65",8.7158771592658,7.91563427890651,6.45681284833699,9.98900970560499,8.49417804391123
"66",6.29399253404699,6.21075044386089,6.90431394614279,6.65181808755733,9.82121123350225
"67",6.24550846056081,7.90324236731976,9.15628097834997,6.02033720701002,5.35514284623787
"68",8.75535100582056,7.86450328305364,8.70954115875065,5.37811289425008,9.61679986328818
"69",5.63842785428278,8.83084331639111,6.69600391178392,5.59465256053954,7.78611911344342
"70",5.68683704477735,9.27943838876672,9.22775475657545,6.42034839023836,9.0504177857656
"71",9.49615443823859,9.8846310551744,7.95144667732529,8.25551540241577,6.89365933299996
"72",7.3875655757729,9.15714692790061,9.05275981524028,8.54218160617165,8.64040055195801
"73",8.32384330569766,6.45082462113351,8.70025077019818,6.3880698592402,5.43433266342618
"74",8.18297334830277,7.10662277648225,6.80728718056343,8.66070753429085,9.78585259756073
"75",9.903449206613,6.84047536808066,6.90037321881391,5.4202652501408,8.05369494482875
"76",7.39219827461056,8.77658465877175,6.57404978759587,7.59244458633475,5.36983954138122
"77",7.72498181671835,6.99047374539077,9.20106280245818,9.11916555603966,6.23943929793313
"78",7.08244870766066,5.50395507714711,7.61810734053142,5.3547869855538,6.06119059026241
"79",6.88480129931122,8.36389990523458,5.22111180820502,8.40870405547321,5.44212737120688
"80",8.66848394856788,5.67605238058604,8.08452191995457,5.67882817704231,9.54464501002803
"81",9.43957448471338,8.4275573596824,8.14815551973879,8.75412585563026,9.58888663793914
"82",6.80035141063854,9.04204315622337,6.0659642459359,5.69944631191902,6.49253726005554
"83",8.44994926010258,8.42729695956223,9.26872067619115,7.95284216408618,5.50608295015991
"84",5.12518430245109,7.11609212681651,5.72325665038079,5.48822846030816,7.31329475180246
"85",7.78206358663738,8.0899172462523,9.48237164528109,9.34868097188883,6.66526152053848
"86",9.79490423342213,5.17086731502786,9.99908180325292,8.18892408395186,8.31107016885653
"87",5.44378308812156,5.44475955422968,8.80215291050263,5.90178774902597,6.70288127032109
"88",5.25524291442707,6.638911543414,6.50137404561974,5.74450751184486,9.43604406202212
"89",6.85496457153931,9.98026207787916,6.94328394136392,5.66857307683676,8.33642610232346
"90",7.96632842044346,6.89595328178257,9.57237183582038,7.3870872927364,6.07059262576513
"91",8.84188967407681,9.63696304825135,7.69380270619877,5.17575425328687,9.74271710263565
"92",6.80127061903477,8.56234260369092,6.3714974175673,9.5408457366284,5.07609717780724
"93",6.95095069822855,6.17373078595847,5.51312824478373,6.83173406985588,7.00811499496922
"94",6.65845838026144,7.53587973769754,9.95162755716592,8.23470111237839,7.93117417721078
"95",8.93493234645575,9.35312928282656,6.00132170598954,6.96449161623605,5.0685525208246
"96",8.47581986570731,5.64824070432223,6.78298113518395,5.44954962446354,5.18531776964664
"97",9.72882823320106,5.66056450014003,8.85844958131202,6.19000597391278,9.02839428163134
"98",9.60239143460058,8.268180253217,8.24671247974038,8.47332743112929,6.4130979264155
"99",7.25615839241073,6.25166915706359,7.68441616441123,6.28016532864422,6.80108297034167
"100",7.35752204316668,6.79776246310212,6.5585129102692,9.24079640186392,6.90686105750501
